"text","twitterUrl","tweet_id","cleaned_text","sentiment"
"Teaser # for Brown Munde in GTA ! Stay tuned for the full GTA Music video(Fan-made) # # #apdhillon #punjab #punjabi #punjabisong #karanaujla #music #pollywood #desi #bhangra #canada #brampton #toronto #LosAngeles #youtube #bc #sidhumoosewala #bygbyrd #gta ","https://twitter.com/gtaspeedguy/status/1307050644285673473",93,"teaser brown munde gta stay tuned full gta music videofanmade apdhillon punjab punjabi punjabisong karanaujla music pollywood desi bhangra canada brampton toronto losangeles youtube bc sidhumoosewala bygbyrd gta ",NA
"Teaser # for Brown Munde in GTA ! Stay tuned for the full GTA Music video(Fan-made) # # #apdhillon #punjab #punjabi #punjabisong #karanaujla #music #pollywood #desi #bhangra #canada #brampton #toronto #LosAngeles #youtube #bc #sidhumoosewala #bygbyrd #gta ","https://twitter.com/gtaspeedguy/status/1307016081618300929",94,"teaser brown munde gta stay tuned full gta music videofanmade apdhillon punjab punjabi punjabisong karanaujla music pollywood desi bhangra canada brampton toronto losangeles youtube bc sidhumoosewala bygbyrd gta ",NA
"# #southasianmentalhealthawareness #southasianwomen #southasiangirls ","https://twitter.com/diya428/status/1533039038973763585",95," southasianmentalhealthawareness southasianwomen southasiangirls ",NA
"Looking to expand our Seniors' Mental Health Team! #seniorsmentalhealth #mentalhealth # ","https://twitter.com/SOCHmh/status/1347583595116982272",96,"looking expand seniors mental health team seniorsmentalhealth mentalhealth ",1
"Celebrating our Funding Announcement tonight🥳 Limited tickets- Get yours ASAP Some key guests for tonight--&gt; @HarjotGhuman @patrickbrownont @iHarkiratSingh @HonAhmedHussen @rubysahotalib @SoniaLiberal @noyzhiphop @prieeyya #","https://twitter.com/SOCHmh/status/1341384953406361602",97,"celebrating funding announcement tonight🥳 limited tickets get asap key guests tonightgt harjotghuman patrickbrownont iharkiratsingh honahmedhussen rubysahotalib sonialiberal noyzhiphop prieeyya ",2
"SOCH Family come celebrate our huge milestone with us! RSVP: # ","https://twitter.com/SOCHmh/status/1339617184935534593",98,"soch family come celebrate huge milestone us rsvp ",4
"Putting the spotlight on #!!! ","https://twitter.com/SOCHmh/status/1339286295768682497",99,"putting spotlight ",NA
"A HUGE ANNOUNCEMENT SOCH FAMILY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!😃🥳💥💫 # ","https://twitter.com/SOCHmh/status/1339257568594710528",100," huge announcement soch family😃🥳💥💫 ",1
"Celebrating our first workshop of Sunehri SOCH- which kicked off this past weekend! SOCH is excited to continue to create a space for our moms & aunts.💗 #womensmentalhealth # ","https://twitter.com/SOCHmh/status/1338903942260994049",101,"celebrating first workshop sunehri soch kicked past weekend soch excited continue create space moms aunts💗 womensmentalhealth ",6
"#MindfulMondays: Some amazing #breathing / #stretching #exercises can do to #Grounded yourself. Best thing is can do this anywhere! 📸: Pinterest # #mentalhealth ","https://twitter.com/SOCHmh/status/1338494681278279682",102,"mindfulmondays amazing breathing stretching exercises can grounded best thing can anywhere 📸 pinterest mentalhealth ",7
"Two days away from the launch of our exciting new project- Sunehri SOCH- focusing on the well-being of our moms & aunts! There is still time for them to register: # #womensmentalhealth ","https://twitter.com/SOCHmh/status/1337452646060482567",103,"two days away launch exciting new project sunehri soch focusing wellbeing moms aunts still time register womensmentalhealth ",3
"SOCH's new project- Sunehri SOCH- is for our mothers and aunts. We are asking to support them to register and attend! # #southasianwomen #womensmentalhealth ","https://twitter.com/SOCHmh/status/1337047815437029379",104,"sochs new project sunehri soch mothers aunts asking support register attend southasianwomen womensmentalhealth ",2
"Happening tomorrow! RSVP: # #mentalhealth","https://twitter.com/SOCHmh/status/1333500145674162180",105,"happening tomorrow rsvp mentalhealth",NA
"You can still join tonight's workshop on Positive Coming Out Experiences! RSVP: #lgtbq # #queer #trans ","https://twitter.com/SOCHmh/status/1333436648567271426",106," can still join tonights workshop positive coming experiences rsvp lgtbq queer trans ",3
"There is still time to register for our Positive Coming Out Experiences workshop taking place on Mon Nov 30th! RSVP: #LGTBQ # #southasianlgtbq #queer #trans ","https://twitter.com/SOCHmh/status/1332414317833097221",107," still time register positive coming experiences workshop taking place mon nov th rsvp lgtbq southasianlgtbq queer trans ",2
"The @IndiaManitoba has opened SOCH's mental health workshop for anyone to attend. Join in on our introductory workshop to better understand #mentalhealth & the role plays on #coping with the #pandemic. RSVP: # #COVID19 ","https://twitter.com/SOCHmh/status/1331731320326803457",108," indiamanitoba opened sochs mental health workshop anyone attend join introductory workshop better understand mentalhealth role plays coping pandemic rsvp covid ",3
"Our #SouthAsian #Queer & #Trans Forum has organized an important event for next week! Please register on #LGTBQ # #mentalhealth ","https://twitter.com/SOCHmh/status/1330978532114255872",109," southasian queer trans forum organized important event next week please register lgtbq mentalhealth ",3
"We hope everyone enjoyed their #Diwali celebrations! Let's continue to support each other during these #uncertaintimes. Please know SOCH is always here to bring some light into your life. 🪔 # #mentalhealth ","https://twitter.com/SOCHmh/status/1328023080334200834",110," hope everyone enjoyed diwali celebrations lets continue support uncertaintimes please know soch always bring light life 🪔 mentalhealth ",5
"Sharing an amazing #punjabi #meditation Thank @SikhYourMind # #mentalhealth","https://twitter.com/SOCHmh/status/1326597264664645632",111,"sharing amazing punjabi meditation thank sikhyourmind mentalhealth",6
"Join our IG Live tonight as our Men's Forum share insights from the last workshop on #socialanxiety #Movember # #mensmentalhealth ","https://twitter.com/SOCHmh/status/1324352592475017223",112,"join ig live tonight mens forum share insights last workshop socialanxiety movember mensmentalhealth ",2
"Visit Sprinkle of Zen on IG & support # ","https://twitter.com/SOCHmh/status/1323308712262541314",113,"visit sprinkle zen ig support ",2
"SOCH will be sharing details in the upcoming week about volunteer board member positions. Super excited to onboard individuals to expand our vision of #! Stay tuned😃 ","https://twitter.com/SOCHmh/status/1322529751777628163",114,"soch will sharing details upcoming week volunteer board member positions super excited onboard individuals expand vision stay tuned😃 ",8
"FINALLY ON SET with Day of our #SouthAsian #internationalstudents #mentalhealth video shoot in partnership with @sheridancollege & @CMHInnovation # ","https://twitter.com/SOCHmh/status/1322225632818958337",115,"finally set day southasian internationalstudents mentalhealth video shoot partnership sheridancollege cmhinnovation ",-1
"Excited to support @_taraki__ well-being champions. Time change to :30pm EST #mentalhealth #","https://twitter.com/SOCHmh/status/1321151793112535041",116,"excited support taraki wellbeing champions time change pm est mentalhealth ",5
"Last chance to register: #mensmentalhealth # ","https://twitter.com/SOCHmh/status/1321087359446929408",117,"last chance register mensmentalhealth ",2
"SOCH will be launching a week support group for family, friends, and partners of those struggling with #alcoholaddiction. Join the IG Live this Thurs @:30 pm EST for more information about this series. To register: # ","https://twitter.com/SOCHmh/status/1321080518029512725",118,"soch will launching week support group family friends partners struggling alcoholaddiction join ig live thurs pm est information series register ",1
"South Asian Women's Forum is dropping their first event of the fall! Registration information is on our website: #genderpreference #daughters # #mentalhealth #infanticide #abortion ","https://twitter.com/SOCHmh/status/1304410227010408448",119,"south asian womens forum dropping first event fall registration information website genderpreference daughters mentalhealth infanticide abortion ",NA
"Change in today's timing for Apni SOCH. @sikhchannel #mentalhealth #divorce # ","https://twitter.com/SOCHmh/status/1302646858741944321",120,"change todays timing apni soch sikhchannel mentalhealth divorce ",NA
"#divorce & #mentalhealth ep airing at 1pm today on @sikhchannel Facebook & YouTube Page #mentalhealth #taboo #stigma # ","https://twitter.com/SOCHmh/status/1300438662744866819",121,"divorce mentalhealth ep airing pm today sikhchannel facebook youtube page mentalhealth taboo stigma ",NA
"Apni SOCH EP# is with community advocate Iman Grewal who shares her story of seeing mental illness in her home. Tune in @ 4pm on @sikhchannel #mentalhealth #mentalillness # #changeyoursoch ","https://twitter.com/SOCHmh/status/1279779027151196160",122,"apni soch ep community advocate iman grewal shares story seeing mental illness home tune pm sikhchannel mentalhealth mentalillness changeyoursoch ",-1
"Last night Jasmeet, co-founder of SOCH, shared her experience of #coping with her dad's #alcoholism. You can view the fill video on: #addictions # #drinking ","https://twitter.com/SOCHmh/status/1279118015687163906",123,"last night jasmeet cofounder soch shared experience coping dads alcoholism can view fill video addictions drinking ",1
"Excited to support @sikh_coalition # #mentalhealth @SikhYourMind @SarbatSikhs @SikhNet @everythings_13 @WorldSikhOrg @CMHA_NTL @MHCC_ @SouthAsianMH @SouthAsian_MH @SAPHAinfo @bbcasiannetwork @minkaur5 @_satveernijjar @KhalSir @SohiBalbir @iHarkiratSingh","https://twitter.com/SOCHmh/status/1278710685992734720",124,"excited support sikhcoalition mentalhealth sikhyourmind sarbatsikhs sikhnet everythings worldsikhorg cmhantl mhcc southasianmh southasianmh saphainfo bbcasiannetwork minkaur satveernijjar khalsir sohibalbir iharkiratsingh",5
"It's time to share parts of our story and why started SOCH. Hoping will join us this Thursday @ :30pm on IG Live 💞 #addictions #alcoholism #alcohol # ","https://twitter.com/SOCHmh/status/1277960118487920641",125," time share parts story started soch hoping will join us thursday pm ig live 💞 addictions alcoholism alcohol ",4
"Apni SOCH Ep # is on ""Children's Aid- We Are Here To Help"" with community engagement worker @KdeepKK from @PeelCAS Please watch this episode with your family and friends 4pm EST #childrensmentalhealth #domesticviolence # #parenting #punjabi ","https://twitter.com/SOCHmh/status/1277229980251033610",126,"apni soch ep childrens aid help community engagement worker kdeepkk peelcas please watch episode family friends pm est childrensmentalhealth domesticviolence parenting punjabi ",3
"The stigma against Mental Health in desi communities is enormous and people are quietly suffering and being shamed for airing their pain. Here's my take on : #Mentalhealth # #Desiculturematters","https://twitter.com/monascomedy/status/1276707976359710720",127," stigma mental health desi communities enormous people quietly suffering shamed airing pain heres take mentalhealth desiculturematters",-6
"Asking all #southasian therapists to join this global directory! #","https://twitter.com/SOCHmh/status/1276249250939232265",128,"asking southasian therapists join global directory ",1
"@CMHA_NTL @camhfoundation @SouthAsianMH @akrred @SAPHAinfo @_taraki__ @SikhYourMind @thesikhcoach @KhalSir @minkaur5 @_satveernijjar @WomxnWisdom @britasiantalk @bbcasiannetwork #changeyoursoch #mentalhealth #","https://twitter.com/SOCHmh/status/1276218949563297792",129,"cmhantl camhfoundation southasianmh akrred saphainfo taraki sikhyourmind thesikhcoach khalsir minkaur satveernijjar womxnwisdom britasiantalk bbcasiannetwork changeyoursoch mentalhealth ",NA
"SOCH is presenting to the staff at @sheridancollege tomorrow! # #mentalhealth #changeyoursoch #WellnessWednesday ","https://twitter.com/SOCHmh/status/1275888086875082757",130,"soch presenting staff sheridancollege tomorrow mentalhealth changeyoursoch wellnesswednesday ",NA
"#mh #mentalhealth #mentalillness #bellletstalk #sochmentalhealth #soch # #covid_19 #physicaldistancing #socialdistancing #quarantine #selfisolation #WeAreInThisTogether ","https://twitter.com/SOCHmh/status/1247980824093433862",131,"mh mentalhealth mentalillness bellletstalk sochmentalhealth soch covid physicaldistancing socialdistancing quarantine selfisolation weareinthistogether ",NA
"Don't underestimate the power of your breath🧘🏼‍♀️🧘🏼‍♂️ #mh #mentalhealth #mentalillness #bellletstalk #sochmentalhealth #soch # #Covid_19 #anxiety #socialdistancing #SelfIsolation #breathe #mindfulness #stillness ","https://twitter.com/SOCHmh/status/1243173193944371200",132,"dont underestimate power breath🧘🏼‍♀️🧘🏼‍♂️ mh mentalhealth mentalillness bellletstalk sochmentalhealth soch covid anxiety socialdistancing selfisolation breathe mindfulness stillness ",-3
"Mark your calendars SOCH Family!!! Details to follow😄✨🎉💃🎶🎤🎟️💞 #mentalhealth # ","https://twitter.com/SOCHmh/status/1215068306211733505",133,"mark calendars soch family details follow😄✨🎉💃🎶🎤🎟️💞 mentalhealth ",NA
"@farooqnaeem7 and his amazing team putting # on a National platform! ","https://twitter.com/SOCHmh/status/1204425720744882177",134,"farooqnaeem amazing team putting national platform ",4
"The Oak Tree🌳 #mh #mentalhealth #mentalillness #bellletstalk #sochmentalhealth #soch # #healing #strength #resilience ","https://twitter.com/SOCHmh/status/1196126700599480320",135," oak tree🌳 mh mentalhealth mentalillness bellletstalk sochmentalhealth soch healing strength resilience ",2
"We are excited to share that our SOCH Short Film (PSA) is on our website! # @CMHA_NTL @endstigma @Bell_LetsTalk @MHCC_ @farooqnaeem7 @SouthAsianMH @SouthAsian_MH @MentalHealthTO @pic_pdsb @SikhYourMind @_taraki__ ","https://twitter.com/SOCHmh/status/1175170861885788161",136," excited share soch short film psa website cmhantl endstigma bellletstalk mhcc farooqnaeem southasianmh southasianmh mentalhealthto picpdsb sikhyourmind taraki ",4
